transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
8905,1086,2073,3304.98,01/01/2023 02:28,0,MasterCard,City-15,Restaurant,47,Purchase at Merchant-2073
8906,1006,2024,5471.09,01/01/2023 02:28,0,American Express,City-44,Restaurant,29,Purchase at Merchant-2024
8907,1007,2004,8479.72,01/01/2023 02:28,0,American Express,City-35,Online Shopping,55,Purchase at Merchant-2004
8908,1083,2081,683.25,01/01/2023 02:28,0,American Express,City-45,Online Shopping,59,Purchase at Merchant-2081
8909,1047,2043,5226.34,01/01/2023 02:28,0,Visa,City-48,Travel,59,Purchase at Merchant-2043
8910,1037,2013,3850.35,01/01/2023 02:28,0,MasterCard,City-22,Groceries,29,Purchase at Merchant-2013
8911,1027,2038,7790.58,01/01/2023 02:28,1,Discover,City-30,Retail,40,Purchase at Merchant-2038
8912,1056,2053,73150.56,01/01/2023 02:28,1,Discover,City-35,Gas Station,47,Purchase at Merchant-2053
8913,1033,2004,69820.10,01/01/2023 02:28,1,Discover,City-7,Gas Station,51,Purchase at Merchant-2004
8914,1043,2094,25610.62,01/01/2023 02:28,1,Discover,City-36,Groceries,30,Purchase at Merchant-2094
8915,1079,2059,6427.91,01/01/2023 02:28,0,Visa,City-41,Groceries,45,Purchase at Merchant-2059
8916,1098,2033,4014.13,01/01/2023 02:28,0,Visa,City-4,Online Shopping,32,Purchase at Merchant-2033
8917,1059,2046,46800.71,01/01/2023 02:28,1,Discover,City-31,Gas Station,44,Purchase at Merchant-2046
8918,1006,2088,97950.62,01/01/2023 02:28,1,Discover,City-30,Online Shopping,51,Purchase at Merchant-2088
8919,1014,2045,59980.59,01/01/2023 02:28,1,Discover,City-40,Gas Station,24,Purchase at Merchant-2045
8920,1095,2046,9724.94,01/01/2023 02:28,0,American Express,City-46,Online Shopping,26,Purchase at Merchant-2046
8921,1007,2032,96850.69,01/01/2023 02:28,1,Discover,City-18,Gas Station,32,Purchase at Merchant-2032
8922,1069,2036,39200.24,01/01/2023 02:28,1,Discover,City-40,Retail,19,Purchase at Merchant-2036
8923,1023,2058,75320.85,01/01/2023 02:28,1,Discover,City-47,Gas Station,38,Purchase at Merchant-2058
8924,1021,2007,32520.43,01/01/2023 02:28,1,Discover,City-7,Online Shopping,62,Purchase at Merchant-2007
8925,1004,2042,42890.53,01/01/2023 02:28,1,Discover,City-19,Groceries,32,Purchase at Merchant-2042
8926,1063,2059,4443.79,01/01/2023 02:28,0,American Express,City-34,Online Shopping,27,Purchase at Merchant-2059
8927,1066,2090,27000.70,01/01/2023 02:28,1,Discover,City-34,Online Shopping,38,Purchase at Merchant-2090
8928,1015,2082,77520.69,01/01/2023 02:28,1,Discover,City-8,Groceries,26,Purchase at Merchant-2082
8929,1010,2034,3874.34,01/01/2023 02:28,0,American Express,City-23,Restaurant,45,Purchase at Merchant-2034
8930,1031,2099,8837.1,01/01/2023 02:28,0,Visa,City-43,Groceries,21,Purchase at Merchant-2099
8931,1093,2021,5420.35,01/01/2023 02:28,0,American Express,City-49,Gas Station,20,Purchase at Merchant-2021
8932,1057,2027,97100.94,01/01/2023 02:28,1,American Express,City-41,Online Shopping,22,Purchase at Merchant-2027
8933,1076,2072,8564.6,01/01/2023 02:28,0,Discover,City-8,Travel,58,Purchase at Merchant-2072
8934,1075,2099,85820.22,01/01/2023 02:28,1,Discover,City-19,Retail,23,Purchase at Merchant-2099
8935,1042,2071,44530.29,01/01/2023 02:28,1,Discover,City-18,Online Shopping,52,Purchase at Merchant-2071
8936,1054,2083,2021.29,01/01/2023 02:28,0,Visa,City-28,Groceries,58,Purchase at Merchant-2083
8937,1026,2042,80410.81,01/01/2023 02:28,1,Discover,City-27,Retail,24,Purchase at Merchant-2042
8938,1096,2095,516.45,01/01/2023 02:28,0,Visa,City-6,Retail,29,Purchase at Merchant-2095
8939,1087,2052,5434.6,01/01/2023 02:28,0,MasterCard,City-39,Online Shopping,33,Purchase at Merchant-2052
8940,1042,2097,5743.56,01/01/2023 02:28,0,MasterCard,City-43,Gas Station,19,Purchase at Merchant-2097
8941,1030,2045,14150.68,01/01/2023 02:29,1,Discover,City-39,Gas Station,48,Purchase at Merchant-2045
8942,1100,2100,8450.90,01/01/2023 02:29,1,Discover,City-22,Groceries,31,Purchase at Merchant-2100
8943,1015,2023,40130.75,01/01/2023 02:29,1,American Express,City-17,Groceries,51,Purchase at Merchant-2023
8944,1042,2064,84.02,01/01/2023 02:29,0,MasterCard,City-8,Travel,51,Purchase at Merchant-2064
8945,1030,2012,4192.76,01/01/2023 02:29,0,American Express,City-30,Groceries,70,Purchase at Merchant-2012
8946,1013,2043,35690.72,01/01/2023 02:29,1,Discover,City-6,Gas Station,53,Purchase at Merchant-2043
8947,1031,2046,3193.37,01/01/2023 02:29,0,American Express,City-3,Travel,60,Purchase at Merchant-2046
8948,1095,2079,4501.69,01/01/2023 02:29,0,Visa,City-1,Gas Station,21,Purchase at Merchant-2079
8949,1053,2069,50700.61,01/01/2023 02:29,1,American Express,City-27,Gas Station,70,Purchase at Merchant-2069
8950,1026,2095,9511.32,01/01/2023 02:29,0,Discover,City-24,Retail,22,Purchase at Merchant-2095
8951,1049,2030,3312.13,01/01/2023 02:29,0,American Express,City-27,Online Shopping,58,Purchase at Merchant-2030
8952,1029,2041,66580.44,01/01/2023 02:29,1,American Express,City-10,Gas Station,27,Purchase at Merchant-2041
8953,1010,2040,52320.16,01/01/2023 02:29,1,Discover,City-26,Online Shopping,28,Purchase at Merchant-2040
8954,1061,2013,39910.99,01/01/2023 02:29,1,Discover,City-26,Groceries,23,Purchase at Merchant-2013
8955,1075,2093,32840.50,01/01/2023 02:29,1,Discover,City-28,Gas Station,26,Purchase at Merchant-2093
8956,1063,2012,75880.90,01/01/2023 02:29,1,Discover,City-35,Gas Station,34,Purchase at Merchant-2012
8957,1007,2082,8885.79,01/01/2023 02:29,0,Visa,City-36,Restaurant,58,Purchase at Merchant-2082
8958,1056,2052,35270.13,01/01/2023 02:29,1,Discover,City-24,Online Shopping,30,Purchase at Merchant-2052
8959,1019,2041,9912.07,01/01/2023 02:29,0,Discover,City-19,Groceries,65,Purchase at Merchant-2041
8960,1028,2080,1729.76,01/01/2023 02:29,0,Discover,City-21,Gas Station,67,Purchase at Merchant-2080
8961,1079,2064,4707.9,01/01/2023 02:29,0,MasterCard,City-43,Groceries,66,Purchase at Merchant-2064
8962,1059,2082,27530.23,01/01/2023 02:29,1,Discover,City-22,Retail,61,Purchase at Merchant-2082
8963,1023,2024,780.42,01/01/2023 02:29,1,Discover,City-16,Retail,68,Purchase at Merchant-2024
8964,1050,2097,38700.28,01/01/2023 02:29,1,Discover,City-50,Gas Station,70,Purchase at Merchant-2097
8965,1048,2049,4469.64,01/01/2023 02:29,0,American Express,City-41,Online Shopping,44,Purchase at Merchant-2049
8966,1018,2026,52140.98,01/01/2023 02:29,1,Discover,City-44,Gas Station,40,Purchase at Merchant-2026
8967,1059,2034,80940.86,01/01/2023 02:29,1,American Express,City-26,Retail,26,Purchase at Merchant-2034
8968,1093,2091,8085.48,01/01/2023 02:29,0,MasterCard,City-15,Travel,70,Purchase at Merchant-2091
8969,1025,2063,85590.80,01/01/2023 02:29,1,Discover,City-32,Online Shopping,24,Purchase at Merchant-2063
8970,1081,2045,29180.79,01/01/2023 02:29,1,Discover,City-32,Groceries,21,Purchase at Merchant-2045
8971,1046,2044,584.32,01/01/2023 02:29,0,American Express,City-28,Online Shopping,22,Purchase at Merchant-2044
8972,1035,2057,7220.20,01/01/2023 02:29,1,American Express,City-28,Gas Station,20,Purchase at Merchant-2057
8973,1026,2047,38320.32,01/01/2023 02:29,1,American Express,City-24,Gas Station,46,Purchase at Merchant-2047
8974,1043,2097,2560.99,01/01/2023 02:29,0,Discover,City-39,Gas Station,69,Purchase at Merchant-2097
8975,1017,2021,1074.05,01/01/2023 02:29,0,Discover,City-40,Online Shopping,58,Purchase at Merchant-2021
8976,1005,2022,1759.5,01/01/2023 02:29,0,Discover,City-23,Online Shopping,35,Purchase at Merchant-2022
8977,1089,2042,2574.31,01/01/2023 02:29,0,Visa,City-40,Groceries,39,Purchase at Merchant-2042
8978,1073,2003,30320.34,01/01/2023 02:29,1,Discover,City-39,Gas Station,29,Purchase at Merchant-2003
8979,1008,2015,696.42,01/01/2023 02:29,0,MasterCard,City-3,Travel,21,Purchase at Merchant-2015
8980,1036,2025,51270.80,01/01/2023 02:29,1,American Express,City-11,Gas Station,64,Purchase at Merchant-2025
8981,1018,2075,61200.11,01/01/2023 02:29,1,Discover,City-43,Retail,40,Purchase at Merchant-2075
8982,1015,2040,93300.20,01/01/2023 02:29,1,Discover,City-15,Retail,63,Purchase at Merchant-2040
8983,1060,2065,59.33,01/01/2023 02:29,0,American Express,City-18,Restaurant,21,Purchase at Merchant-2065
8984,1059,2090,80180.74,01/01/2023 02:29,1,Discover,City-19,Gas Station,20,Purchase at Merchant-2090
8985,1054,2083,83330.55,01/01/2023 02:29,1,Discover,City-50,Gas Station,55,Purchase at Merchant-2083
8986,1022,2072,2023.89,01/01/2023 02:29,0,MasterCard,City-9,Gas Station,54,Purchase at Merchant-2072
8987,1098,2038,4071.29,01/01/2023 02:29,0,Visa,City-15,Online Shopping,23,Purchase at Merchant-2038
8988,1044,2097,5348.76,01/01/2023 02:29,0,American Express,City-36,Groceries,22,Purchase at Merchant-2097
8989,1029,2072,4263.75,01/01/2023 02:29,0,Visa,City-7,Restaurant,56,Purchase at Merchant-2072
8990,1038,2069,5130.46,01/01/2023 02:29,0,Discover,City-28,Restaurant,58,Purchase at Merchant-2069
8991,1078,2023,23410.48,01/01/2023 02:29,1,Discover,City-12,Online Shopping,64,Purchase at Merchant-2023
8992,1021,2051,3189.59,01/01/2023 02:29,0,MasterCard,City-12,Gas Station,47,Purchase at Merchant-2051
8993,1082,2080,4704.82,01/01/2023 02:29,0,Discover,City-25,Restaurant,25,Purchase at Merchant-2080
8994,1079,2090,428.55,01/01/2023 02:29,0,American Express,City-28,Retail,38,Purchase at Merchant-2090
8995,1022,2010,644.59,01/01/2023 02:29,0,MasterCard,City-18,Retail,50,Purchase at Merchant-2010
8996,1074,2026,2080.60,01/01/2023 02:29,1,Discover,City-33,Gas Station,19,Purchase at Merchant-2026
8997,1071,2012,24590.05,01/01/2023 02:29,1,American Express,City-20,Gas Station,50,Purchase at Merchant-2012
8998,1030,2012,19470.92,01/01/2023 02:29,1,Discover,City-40,Online Shopping,69,Purchase at Merchant-2012
8999,1012,2092,8820.15,01/01/2023 02:29,0,American Express,City-42,Gas Station,41,Purchase at Merchant-2092
9000,1053,2077,29900.01,01/01/2023 02:29,1,American Express,City-7,Gas Station,58,Purchase at Merchant-2077
9001,1067,2085,9366.73,01/01/2023 02:30,0,American Express,City-34,Restaurant,25,Purchase at Merchant-2085
9002,1063,2052,1547.29,01/01/2023 02:30,0,Discover,City-42,Online Shopping,23,Purchase at Merchant-2052
9003,1028,2034,2129.49,01/01/2023 02:30,0,Visa,City-26,Travel,62,Purchase at Merchant-2034
9004,1076,2019,64330.45,01/01/2023 02:30,1,Discover,City-7,Gas Station,22,Purchase at Merchant-2019
9005,1061,2092,6170.02,01/01/2023 02:30,1,Discover,City-20,Groceries,38,Purchase at Merchant-2092
9006,1060,2044,461.77,01/01/2023 02:30,0,MasterCard,City-25,Gas Station,19,Purchase at Merchant-2044
9007,1036,2069,6939.93,01/01/2023 02:30,0,American Express,City-11,Groceries,60,Purchase at Merchant-2069
9008,1002,2046,73150.91,01/01/2023 02:30,1,Discover,City-36,Gas Station,62,Purchase at Merchant-2046
9009,1094,2051,54100.17,01/01/2023 02:30,1,Discover,City-34,Online Shopping,37,Purchase at Merchant-2051
9010,1055,2018,73610.49,01/01/2023 02:30,1,Discover,City-15,Gas Station,24,Purchase at Merchant-2018
9011,1095,2050,22410.15,01/01/2023 02:30,1,Discover,City-26,Retail,28,Purchase at Merchant-2050
9012,1032,2014,9831.36,01/01/2023 02:30,0,American Express,City-14,Online Shopping,70,Purchase at Merchant-2014
9013,1032,2095,7770.82,01/01/2023 02:30,0,American Express,City-46,Online Shopping,28,Purchase at Merchant-2095
9014,1042,2038,27860.99,01/01/2023 02:30,1,Discover,City-22,Groceries,64,Purchase at Merchant-2038
9015,1056,2079,7000.94,01/01/2023 02:30,1,Discover,City-35,Gas Station,39,Purchase at Merchant-2079
9016,1075,2073,2698.46,01/01/2023 02:30,0,MasterCard,City-4,Travel,21,Purchase at Merchant-2073
9017,1029,2011,57880.08,01/01/2023 02:30,1,Discover,City-43,Gas Station,22,Purchase at Merchant-2011
9018,1076,2042,5842.98,01/01/2023 02:30,0,American Express,City-24,Retail,25,Purchase at Merchant-2042
9019,1020,2029,43380.25,01/01/2023 02:30,1,Discover,City-49,Gas Station,28,Purchase at Merchant-2029
9020,1074,2057,6710.47,01/01/2023 02:30,1,American Express,City-14,Online Shopping,50,Purchase at Merchant-2057
9021,1001,2006,60770.95,01/01/2023 02:30,1,Discover,City-13,Gas Station,47,Purchase at Merchant-2006
9022,1054,2032,59670.80,01/01/2023 02:30,1,American Express,City-6,Groceries,67,Purchase at Merchant-2032
9023,1006,2071,86810.39,01/01/2023 02:30,1,American Express,City-43,Gas Station,66,Purchase at Merchant-2071
9024,1006,2020,9193.77,01/01/2023 02:30,0,MasterCard,City-24,Online Shopping,39,Purchase at Merchant-2020
9025,1061,2086,8954.29,01/01/2023 02:30,0,American Express,City-6,Gas Station,21,Purchase at Merchant-2086
9026,1094,2036,8777.62,01/01/2023 02:30,0,Discover,City-41,Online Shopping,51,Purchase at Merchant-2036
9027,1099,2004,1357.95,01/01/2023 02:30,0,MasterCard,City-13,Groceries,29,Purchase at Merchant-2004
9028,1065,2064,2734.63,01/01/2023 02:30,0,Discover,City-5,Travel,43,Purchase at Merchant-2064
9029,1005,2029,99000.43,01/01/2023 02:30,1,Discover,City-44,Online Shopping,47,Purchase at Merchant-2029
9030,1055,2089,55560.83,01/01/2023 02:30,1,Discover,City-13,Gas Station,69,Purchase at Merchant-2089
9031,1068,2029,11040.06,01/01/2023 02:30,1,Discover,City-23,Gas Station,20,Purchase at Merchant-2029
9032,1051,2032,3632.16,01/01/2023 02:30,0,MasterCard,City-28,Online Shopping,30,Purchase at Merchant-2032
9033,1062,2029,6097.83,01/01/2023 02:30,0,American Express,City-8,Online Shopping,54,Purchase at Merchant-2029
9034,1090,2057,5271,01/01/2023 02:30,0,Discover,City-7,Online Shopping,21,Purchase at Merchant-2057
9035,1013,2083,29950.25,01/01/2023 02:30,1,American Express,City-29,Groceries,55,Purchase at Merchant-2083
9036,1058,2028,9144.59,01/01/2023 02:30,0,Visa,City-1,Gas Station,49,Purchase at Merchant-2028
9037,1064,2019,46450.75,01/01/2023 02:30,1,Discover,City-11,Online Shopping,33,Purchase at Merchant-2019
9038,1031,2002,3545.84,01/01/2023 02:30,0,American Express,City-32,Online Shopping,53,Purchase at Merchant-2002
9039,1011,2038,77030.04,01/01/2023 02:30,1,Discover,City-33,Groceries,18,Purchase at Merchant-2038
9040,1072,2032,7520.4,01/01/2023 02:30,0,Discover,City-19,Restaurant,46,Purchase at Merchant-2032
9041,1097,2003,49260.51,01/01/2023 02:30,1,American Express,City-31,Groceries,57,Purchase at Merchant-2003
9042,1002,2079,9878.69,01/01/2023 02:30,0,Visa,City-13,Online Shopping,55,Purchase at Merchant-2079
9043,1089,2062,97370.09,01/01/2023 02:30,1,American Express,City-20,Groceries,24,Purchase at Merchant-2062
9044,1094,2057,1510.47,01/01/2023 02:30,1,Discover,City-20,Online Shopping,36,Purchase at Merchant-2057
9045,1053,2054,32250.46,01/01/2023 02:30,1,American Express,City-30,Retail,56,Purchase at Merchant-2054
9046,1028,2072,6405.8,01/01/2023 02:30,0,MasterCard,City-37,Retail,33,Purchase at Merchant-2072
9047,1017,2071,95330.87,01/01/2023 02:30,1,American Express,City-13,Online Shopping,49,Purchase at Merchant-2071
9048,1046,2073,57340.64,01/01/2023 02:30,1,Discover,City-29,Gas Station,24,Purchase at Merchant-2073
9049,1038,2025,67710.54,01/01/2023 02:30,1,American Express,City-11,Gas Station,56,Purchase at Merchant-2025
9050,1031,2053,8883.83,01/01/2023 02:30,0,American Express,City-48,Retail,23,Purchase at Merchant-2053
9051,1083,2024,5848.94,01/01/2023 02:30,0,American Express,City-12,Restaurant,20,Purchase at Merchant-2024
9052,1012,2067,62830.09,01/01/2023 02:30,1,Discover,City-15,Retail,35,Purchase at Merchant-2067
9053,1003,2075,5489.58,01/01/2023 02:30,0,American Express,City-50,Travel,41,Purchase at Merchant-2075
9054,1062,2052,1412.15,01/01/2023 02:30,0,Visa,City-40,Gas Station,25,Purchase at Merchant-2052
9055,1086,2081,9826.08,01/01/2023 02:30,0,MasterCard,City-48,Restaurant,37,Purchase at Merchant-2081
9056,1040,2074,20.89,01/01/2023 02:30,0,Visa,City-8,Retail,25,Purchase at Merchant-2074
9057,1021,2050,71750.10,01/01/2023 02:30,1,Discover,City-31,Gas Station,34,Purchase at Merchant-2050
9058,1091,2096,25170.24,01/01/2023 02:30,1,Discover,City-49,Groceries,42,Purchase at Merchant-2096
9059,1059,2034,1479.92,01/01/2023 02:30,0,Discover,City-25,Gas Station,63,Purchase at Merchant-2034
9060,1074,2091,87200.41,01/01/2023 02:30,1,Discover,City-5,Groceries,52,Purchase at Merchant-2091
9061,1096,2047,8567.57,01/01/2023 02:31,0,Visa,City-40,Gas Station,50,Purchase at Merchant-2047
9062,1075,2034,80160.29,01/01/2023 02:31,1,American Express,City-45,Gas Station,68,Purchase at Merchant-2034
9063,1004,2056,9694.77,01/01/2023 02:31,0,Discover,City-27,Retail,25,Purchase at Merchant-2056
9064,1059,2048,3544.2,01/01/2023 02:31,0,MasterCard,City-36,Retail,68,Purchase at Merchant-2048
9065,1060,2047,53090.16,01/01/2023 02:31,1,Discover,City-11,Retail,49,Purchase at Merchant-2047
9066,1099,2031,9749.82,01/01/2023 02:31,0,MasterCard,City-11,Online Shopping,38,Purchase at Merchant-2031
9067,1018,2041,1407.72,01/01/2023 02:31,0,American Express,City-23,Restaurant,66,Purchase at Merchant-2041
9068,1091,2070,5210.64,01/01/2023 02:31,0,MasterCard,City-34,Groceries,44,Purchase at Merchant-2070
9069,1052,2046,6109.14,01/01/2023 02:31,0,Visa,City-35,Gas Station,22,Purchase at Merchant-2046
9070,1024,2010,8711.33,01/01/2023 02:31,0,MasterCard,City-22,Travel,20,Purchase at Merchant-2010
9071,1048,2089,46910.75,01/01/2023 02:31,1,Discover,City-43,Groceries,54,Purchase at Merchant-2089
9072,1081,2018,8445.4,01/01/2023 02:31,0,American Express,City-34,Retail,40,Purchase at Merchant-2018
9073,1060,2042,15440.11,01/01/2023 02:31,1,American Express,City-18,Gas Station,53,Purchase at Merchant-2042
9074,1091,2090,22810.30,01/01/2023 02:31,1,Discover,City-43,Online Shopping,32,Purchase at Merchant-2090
9075,1082,2032,56390.58,01/01/2023 02:31,1,American Express,City-13,Gas Station,68,Purchase at Merchant-2032
9076,1001,2069,4405.78,01/01/2023 02:31,0,MasterCard,City-8,Retail,36,Purchase at Merchant-2069
9077,1081,2075,46030.76,01/01/2023 02:31,1,American Express,City-14,Online Shopping,52,Purchase at Merchant-2075
9078,1010,2017,2864.17,01/01/2023 02:31,0,American Express,City-41,Online Shopping,64,Purchase at Merchant-2017
9079,1050,2013,43730.50,01/01/2023 02:31,1,Discover,City-46,Gas Station,33,Purchase at Merchant-2013
9080,1089,2065,36320.12,01/01/2023 02:31,1,Discover,City-49,Gas Station,39,Purchase at Merchant-2065
9081,1043,2091,36590.34,01/01/2023 02:31,1,American Express,City-21,Gas Station,56,Purchase at Merchant-2091
9082,1068,2061,9486.7,01/01/2023 02:31,0,American Express,City-45,Gas Station,22,Purchase at Merchant-2061
9083,1005,2069,65660.50,01/01/2023 02:31,1,Discover,City-44,Gas Station,70,Purchase at Merchant-2069
9084,1038,2041,6760.27,01/01/2023 02:31,1,Discover,City-44,Gas Station,28,Purchase at Merchant-2041
9085,1055,2014,8994.55,01/01/2023 02:31,0,MasterCard,City-32,Gas Station,47,Purchase at Merchant-2014
9086,1097,2078,7380.76,01/01/2023 02:31,0,MasterCard,City-20,Travel,39,Purchase at Merchant-2078
9087,1035,2030,9934.36,01/01/2023 02:31,0,Visa,City-1,Online Shopping,32,Purchase at Merchant-2030
9088,1090,2093,6870.49,01/01/2023 02:31,0,American Express,City-34,Retail,44,Purchase at Merchant-2093
9089,1079,2045,72190.13,01/01/2023 02:31,1,Discover,City-29,Gas Station,65,Purchase at Merchant-2045
9090,1070,2092,20220.65,01/01/2023 02:31,1,Discover,City-20,Groceries,29,Purchase at Merchant-2092
9091,1074,2090,50130.59,01/01/2023 02:31,1,Discover,City-29,Gas Station,37,Purchase at Merchant-2090
9092,1027,2083,7548.6,01/01/2023 02:31,0,MasterCard,City-18,Online Shopping,48,Purchase at Merchant-2083
9093,1088,2071,1300.07,01/01/2023 02:31,0,Visa,City-2,Travel,57,Purchase at Merchant-2071
9094,1011,2029,60670.67,01/01/2023 02:31,1,American Express,City-29,Retail,57,Purchase at Merchant-2029
9095,1080,2060,7869.21,01/01/2023 02:31,0,MasterCard,City-13,Online Shopping,65,Purchase at Merchant-2060
9096,1043,2035,52040.80,01/01/2023 02:31,1,Discover,City-40,Online Shopping,21,Purchase at Merchant-2035
9097,1095,2074,39700.35,01/01/2023 02:31,1,Discover,City-31,Gas Station,40,Purchase at Merchant-2074
9098,1008,2007,51470.89,01/01/2023 02:31,1,Discover,City-10,Retail,29,Purchase at Merchant-2007
9099,1066,2059,9376.22,01/01/2023 02:31,0,American Express,City-37,Groceries,66,Purchase at Merchant-2059
9100,1087,2080,10690.15,01/01/2023 02:31,1,Discover,City-41,Gas Station,32,Purchase at Merchant-2080
9101,1047,2057,4208.64,01/01/2023 02:31,0,MasterCard,City-27,Travel,61,Purchase at Merchant-2057
9102,1007,2064,24540.48,01/01/2023 02:31,1,Discover,City-7,Retail,30,Purchase at Merchant-2064
9103,1015,2076,76660.87,01/01/2023 02:31,1,Discover,City-48,Groceries,64,Purchase at Merchant-2076
9104,1050,2056,1691.47,01/01/2023 02:31,0,MasterCard,City-32,Gas Station,60,Purchase at Merchant-2056
9105,1047,2009,8916.09,01/01/2023 02:31,0,Visa,City-23,Retail,64,Purchase at Merchant-2009
9106,1060,2022,3200.97,01/01/2023 02:31,1,American Express,City-27,Groceries,37,Purchase at Merchant-2022
9107,1080,2003,6431.82,01/01/2023 02:31,0,American Express,City-22,Groceries,48,Purchase at Merchant-2003
9108,1006,2072,72280.49,01/01/2023 02:31,1,American Express,City-29,Groceries,39,Purchase at Merchant-2072
9109,1047,2058,3773.67,01/01/2023 02:31,0,American Express,City-32,Travel,18,Purchase at Merchant-2058
9110,1047,2072,6230.88,01/01/2023 02:31,0,Discover,City-38,Restaurant,69,Purchase at Merchant-2072
9111,1023,2084,2806.71,01/01/2023 02:31,0,MasterCard,City-37,Restaurant,67,Purchase at Merchant-2084
9112,1083,2008,4597.87,01/01/2023 02:31,0,American Express,City-4,Online Shopping,66,Purchase at Merchant-2008
9113,1072,2045,8388.05,01/01/2023 02:31,0,Discover,City-25,Online Shopping,70,Purchase at Merchant-2045
9114,1091,2062,29320.43,01/01/2023 02:31,1,American Express,City-8,Retail,54,Purchase at Merchant-2062
9115,1009,2091,5168.37,01/01/2023 02:31,0,Discover,City-33,Travel,22,Purchase at Merchant-2091
9116,1072,2019,9950.58,01/01/2023 02:31,1,American Express,City-16,Online Shopping,48,Purchase at Merchant-2019
9117,1091,2009,9822.08,01/01/2023 02:31,0,Discover,City-48,Restaurant,53,Purchase at Merchant-2009
9118,1100,2088,19320.77,01/01/2023 02:31,1,Discover,City-19,Retail,30,Purchase at Merchant-2088
9119,1027,2046,34.85,01/01/2023 02:31,0,MasterCard,City-17,Online Shopping,40,Purchase at Merchant-2046
9120,1018,2009,40340.52,01/01/2023 02:31,1,Discover,City-10,Gas Station,64,Purchase at Merchant-2009
9121,1043,2093,8435.81,01/01/2023 02:32,0,American Express,City-22,Restaurant,44,Purchase at Merchant-2093
9122,1031,2036,2144.23,01/01/2023 02:32,0,MasterCard,City-8,Gas Station,30,Purchase at Merchant-2036
9123,1070,2073,9666.4,01/01/2023 02:32,0,Visa,City-6,Online Shopping,59,Purchase at Merchant-2073
9124,1015,2033,91480.43,01/01/2023 02:32,1,Discover,City-33,Online Shopping,42,Purchase at Merchant-2033
9125,1084,2094,8730.65,01/01/2023 02:32,1,American Express,City-3,Online Shopping,35,Purchase at Merchant-2094
9126,1062,2004,931.8,01/01/2023 02:32,0,Visa,City-39,Groceries,20,Purchase at Merchant-2004
9127,1095,2092,8121.52,01/01/2023 02:32,0,American Express,City-21,Online Shopping,58,Purchase at Merchant-2092
9128,1097,2077,92340.00,01/01/2023 02:32,1,Discover,City-17,Gas Station,58,Purchase at Merchant-2077
9129,1075,2063,7984.31,01/01/2023 02:32,0,Discover,City-22,Online Shopping,60,Purchase at Merchant-2063
9130,1090,2056,9120.38,01/01/2023 02:32,1,Discover,City-21,Retail,41,Purchase at Merchant-2056
9131,1027,2091,54130.41,01/01/2023 02:32,1,Discover,City-5,Gas Station,51,Purchase at Merchant-2091
9132,1097,2098,1504.32,01/01/2023 02:32,0,American Express,City-38,Groceries,39,Purchase at Merchant-2098
9133,1096,2018,7791.6,01/01/2023 02:32,0,Discover,City-43,Gas Station,50,Purchase at Merchant-2018
9134,1098,2051,8864.68,01/01/2023 02:32,0,MasterCard,City-9,Gas Station,53,Purchase at Merchant-2051
9135,1029,2028,8235.05,01/01/2023 02:32,0,MasterCard,City-19,Groceries,22,Purchase at Merchant-2028
9136,1042,2085,8218.81,01/01/2023 02:32,0,Discover,City-7,Groceries,24,Purchase at Merchant-2085
9137,1046,2058,5635.63,01/01/2023 02:32,0,MasterCard,City-24,Gas Station,52,Purchase at Merchant-2058
9138,1035,2040,41490.05,01/01/2023 02:32,1,Discover,City-9,Groceries,41,Purchase at Merchant-2040
9139,1065,2069,54920.11,01/01/2023 02:32,1,Discover,City-33,Groceries,40,Purchase at Merchant-2069
9140,1088,2090,8361.4,01/01/2023 02:32,0,Discover,City-28,Travel,46,Purchase at Merchant-2090
9141,1055,2087,9336.31,01/01/2023 02:32,0,American Express,City-16,Travel,48,Purchase at Merchant-2087
9142,1036,2039,9279.23,01/01/2023 02:32,0,American Express,City-20,Gas Station,23,Purchase at Merchant-2039
9143,1007,2043,23630.31,01/01/2023 02:32,1,Discover,City-36,Gas Station,48,Purchase at Merchant-2043
9144,1009,2030,46070.08,01/01/2023 02:32,1,Discover,City-17,Retail,19,Purchase at Merchant-2030
9145,1048,2073,14520.67,01/01/2023 02:32,1,Discover,City-1,Gas Station,46,Purchase at Merchant-2073
9146,1045,2066,65410.10,01/01/2023 02:32,1,American Express,City-5,Gas Station,46,Purchase at Merchant-2066
9147,1058,2053,11990.28,01/01/2023 02:32,1,American Express,City-28,Gas Station,41,Purchase at Merchant-2053
9148,1063,2019,62500.49,01/01/2023 02:32,1,Discover,City-50,Retail,48,Purchase at Merchant-2019
9149,1065,2099,94580.94,01/01/2023 02:32,1,Discover,City-6,Groceries,45,Purchase at Merchant-2099
9150,1068,2070,279.48,01/01/2023 02:32,0,American Express,City-43,Online Shopping,45,Purchase at Merchant-2070
9151,1016,2088,1523.53,01/01/2023 02:32,0,Discover,City-29,Gas Station,26,Purchase at Merchant-2088
9152,1061,2076,17200.92,01/01/2023 02:32,1,Discover,City-4,Retail,47,Purchase at Merchant-2076
9153,1091,2041,4720.55,01/01/2023 02:32,0,Visa,City-42,Online Shopping,22,Purchase at Merchant-2041
